TICKER,NAME,REGION,HOLDING,MARKET_CAP,STYLE,SECTOR,SECURITY_TYPE,ASSET_CLASS,DURATION,CREDIT,CLASSIFICATION,MIN,MAX
ORC,Orchid Island Capital Inc,U.S.,Satellite,Non-Equity,Non-Equity,Financials,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Financials REIT,0.0000,0.0300
ORCC,Owl Rock Capital Corp,U.S.,Satellite,Small-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
ORCL,Oracle Corp,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
ORGO,Organogenesis Holdings Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
ORI,Old Republic International Corp,U.S.,Satellite,Mid-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0400
ORLY,O'Reilly Automotive Inc,U.S.,Satellite,Large-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
ORMP,Oramed Pharmaceuticals Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
ORRF,Orrstown Financial Services Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
OSBC,Old Second Bancorp Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
OSCV,Opus Small Cap Value ETF,U.S.,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value ETP,0.0000,0.1250
OSH,Oak Street Health Inc,U.S.,Satellite,Mid-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0300
OSIS,OSI Systems Inc,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
OSK,Oshkosh Corp,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
OSPN,OneSpan Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
OSTK,Overstock.com Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
OSUR,OraSure Technologies Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
OSW,OneSpaWorld Holdings Ltd,U.S.,Satellite,Small-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
OTIS,Otis Worldwide Corp,U.S.,Satellite,Large-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
OTLY,Oatly Group AB,China,Satellite,Broad Market,Multi-Style,Consumer Staples,ADR,Equity,Non-Fixed Income,Non-Fixed Income,China ADR,0.0000,0.0200
OTRK,Ontrak Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
OTTR,Otter Tail Corp,U.S.,Satellite,Small-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
OUNZ,VanEck Merk Gold Shares,Global,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Commodity,Non-Fixed Income,Non-Fixed Income,Commodity,0.0000,0.5000
OUSA,ALPS O'Shares U.S. Quality Dividend ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.2500
OUSM,ALPS O'Shares U.S. Small-Cap Quality Dividend ETF,U.S.,Satellite,Small-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend ETP,0.0000,0.2500
OUT,Outfront Media Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0300
OVB,Overlay Shares Core Bond ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.1250
OVL,Overlay Shares Large Cap Equity ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.2500
OVV,Ovintiv Inc,U.S.,Satellite,Mid-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0100
OXM,Oxford Industries Inc,U.S.,Satellite,Small-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
OXY,Occidental Petroleum Corp,U.S.,Satellite,Large-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0200
OZK,Bank OZK,U.S.,Satellite,Small-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0400
PAA,Plains All American Pipeline LP,U.S.,Satellite,Non-Equity,Non-Equity,Energy,MLP,MLP,Non-Fixed Income,Non-Fixed Income,U.S. Energy MLP,0.0000,0.0200
PACB,Pacific Biosciences of California Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
PACK,Ranpak Holdings Corp,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
PACW,PacWest Bancorp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
PAG,Penske Automotive Group Inc,U.S.,Satellite,Mid-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0300
PAGP,Plains GP Holdings LP,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
PAGS,Pagseguro Digital Ltd,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
PAHC,Phibro Animal Health Corp,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0400
PALC,Pacer Lunt Large Cap Multi-Factor Alternator ETF,U.S.,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth ETP,0.0000,0.5000
PALL,abrdn Palladium ETF Trust,Global,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Commodity,Non-Fixed Income,Non-Fixed Income,Commodity,0.0000,0.2500
PAMC,Pacer Lunt MidCap Multi-Factor Alternator ETF,U.S.,Satellite,Mid-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend ETP,0.0000,0.5000
PANW,Palo Alto Networks Inc,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
PAPR,Innovator U.S. Equity Power Buffer ETF - April,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.5000
PAR,PAR Technology Corp,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
PARA,Paramount Global,U.S.,Satellite,Mid-cap,Value,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0200
PARR,Par Pacific Holdings Inc,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
PATK,Patrick Industries Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
PAUG,Innovator U.S. Equity Power Buffer ETF - August,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.5000
PAVE,Global X US Infrastructure Development ETF,U.S.,Satellite,Broad Market,Value,Industrials,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.1250
PAWZ,Proshares Pet Care ETF,Global,Satellite,Broad Market,Growth,Health Care,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.1250
PAY,Paymentus Holdings Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
PAYC,Paycom Software Inc,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0500
PAYX,Paychex Inc,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
PB,Prosperity Bancshares Inc,U.S.,Satellite,Mid-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0500
PBD,Invesco Global Clean Energy ETF,Global,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.0313
PBDM,Invesco PureBeta FTSE Developed ex-North America ETF,Developed Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Blend ETP,0.0000,0.2500
PBF,PBF Energy Inc,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
PBFS,Pioneer Bancorp Inc/NY,U.S.,Satellite,Small-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
PBH,Prestige Consumer Healthcare Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
PBI,Pitney Bowes Inc,U.S.,Satellite,Small-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
PBJ,Invesco Dynamic Food & Beverage ETF,U.S.,Satellite,Broad Market,Blend,Consumer Staples,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Blend ETP,0.0000,0.2500
PBP,Invesco S&P 500 BuyWrite ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.1250
PBS,Invesco Dynamic Media ETF,U.S.,Satellite,Broad Market,Growth,Consumer Discretionary,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Growth ETP,0.0000,0.0313
PBSM,Invesco PureBeta MSCI USA Small Cap ETF,U.S.,Satellite,Small-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend ETP,0.0000,0.1250
PBTP,Invesco Exchange-Traded Fund Trust II - Invesco PurebetaSM 0-5 Yr Us Tips Etf,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Short-Term,Investment Grade,U.S. Short-Term Investment Grade Fixed Income,0.0000,0.5000
PBUS,Invesco PureBeta MSCI USA ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.2500
PBW,Invesco WilderHill Clean Energy ETF,U.S.,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Growth ETP,0.0000,0.0313
PBYI,Puma Biotechnology Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
PCAR,PACCAR Inc,U.S.,Satellite,Large-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0400
PCEF,Invesco CEF Income Composite ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.0313
PCG,PG&E Corp,U.S.,Satellite,Mid-cap,Value,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0100
PCH,PotlatchDeltic Corp,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0400
PCOR,Procore Technologies Inc,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0400
PCRX,Pacira BioSciences Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
PCSB,PCSB Financial Corp,U.S.,Satellite,Small-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
PCTY,Paylocity Holding Corp,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0500
PCY,Invesco Emerging Markets Sovereign Debt ETF,Emerging Markets,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Intermediate,Non-Specified,Emerging Markets Intermediate Fixed Income,0.0000,0.0313
PCYO,Pure Cycle Corp,U.S.,Satellite,Small-cap,Growth,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
PD,PagerDuty Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Commodity,Non-Fixed Income,Non-Fixed Income,Commodity,0.0000,0.1250
PDCE,PDC Energy Inc,U.S.,Satellite,Small-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
PDCO,Patterson Cos Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0400
PDD,Pinduoduo Inc,China,Satellite,Broad Market,Multi-Style,Consumer Discretionary,ADR,Equity,Non-Fixed Income,Non-Fixed Income,China ADR,0.0000,0.0200
PDEC,Innovator U.S. Equity Power Buffer ETF - December,U.S.,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Blend ETP,0.0000,0.5000
PDFS,PDF Solutions Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
PDI,Pimco Dynamic Income Fund,U.S.,Core,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.0313
PDM,Piedmont Office Realty Trust Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
PDN,Invesco FTSE RAFI Developed Markets ex-US Small-Mid ETF,Developed Markets,Satellite,Mid-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Mid-cap Value ETP,0.0000,0.0625
PDO,PIMCO Dynamic Income Opportunities Fund,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.0313
PDP,Invesco DWA Momentum ETF,U.S.,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth ETP,0.0000,0.0625
PEAK,Healthpeak Properties Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0400
PEB,Pebblebrook Hotel Trust,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0200
PEBO,Peoples Bancorp Inc/OH,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
PECO,Phillips Edison & Co Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
PEG,Public Service Enterprise Group Inc,U.S.,Satellite,Large-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
PEGA,Pegasystems Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
PEJ,Invesco Dynamic Leisure and Entertainment ETF,U.S.,Satellite,Broad Market,Value,Consumer Discretionary,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.0313
PEN,Penumbra Inc,U.S.,Satellite,Mid-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0400
PENN,Penn Entertainment Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
PEP,PepsiCo Inc,U.S.,Satellite,Large-cap,Blend,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
PETQ,PetIQ Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0400
PETS,PetMed Express Inc,U.S.,Satellite,Small-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
PEY,Invesco High Yield Equity Dividend Achievers ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.0313
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,U.S.,Satellite,Broad Market,Growth,Consumer Discretionary,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Growth ETP,0.0000,0.0625
PFBC,Preferred Bank/Los Angeles CA,U.S.,Satellite,Small-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
PFC,Premier Financial Corp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
PFE,Pfizer Inc,U.S.,Satellite,Large-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0400
PFEB,Innovator U.S. Equity Power Buffer ETF - February,U.S.,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Blend ETP,0.0000,0.5000
PFF,iShares Preferred & Income Securities ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.0313
PFFA,Virtus InfraCap U.S. Preferred Stock ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.0313
PFFD,Global X US Preferred ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.0313
PFFR,Infracap REIT Preferred ETF,Global,Satellite,Broad Market,Blend,Real Estate,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Blend ETP,0.0000,0.0625
PFFV,Global X Variable Rate Preferred ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.2500
PFG,Principal Financial Group Inc,U.S.,Satellite,Mid-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0200
PFGC,Performance Food Group Co,U.S.,Satellite,Mid-cap,Value,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0300
PFI,Invesco DWA Financial Momentum ETF,U.S.,Satellite,Broad Market,Blend,Financials,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Blend ETP,0.0000,0.0625
PFIS,Peoples Financial Services Corp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
PFIX,Simplify Interest Rate Hedge ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Long-Term,Investment Grade,U.S. Long-Term Investment Grade Fixed Income,0.0000,0.0625
PFLD,AAM Low Duration Preferred and Income Securities ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.0313
PFM,Invesco Exchange-Traded Fund Trust - Invesco Dividend Achievers Etf,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.0625
PFS,Provident Financial Services Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
PFSI,PennyMac Financial Services Inc,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0500
PFXF,VanEck Preferred Securities ex Financials ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Non-Specified,U.S. Fixed Income,0.0000,0.0313
